winery,country,region_1
Las Vertientes,Argentina,Mendoza
Casa L'Angel,Spain,Valencia
Château des Jean-Loron,France,Chénas
Dal Forno Romano,Italy,Valpolicella Superiore
Accordini Igino,Italy,Valpolicella Classico Superiore
Ankh,US,Napa Valley
Zephaniah,US,Virginia
J Bell Cellars,US,Yakima Valley
Shirvington,Australia,McLaren Vale
Andre et Mireille Tissot,France,Arbois
Cinciano,Italy,Chianti Classico
Vista Hills,US,Dundee Hills
Lazy Susan Ranch,US,Diamond Mountain District
Rack & Riddle,US,North Coast
Sousa Lopes,Portugal,NA
Ninth Island,Australia,Tasmania
Pelassa,Italy,Barolo
Caminhos Cruzados,Portugal,NA
Château Berthenon,France,Blaye Côtes de Bordeaux
Château Haut Sociondo,France,Blaye Côtes de Bordeaux
Château La Roche Bazin,France,Blaye Côtes de Bordeaux
Château Magdeleine Bouhou,France,Blaye Côtes de Bordeaux
Clos Alivu,France,Patrimonio
Domaine Dugois,France,Arbois
Siete Fincas,Argentina,Mendoza
Steelhead Vineyards,US,North Coast
Tenute Sella,Italy,Bramaterra
Ibarra,US,Santa Ynez Valley
Icardi,Italy,Barbaresco
Livio Voghera,Italy,Barbaresco
Quinta do Covão,Portugal,NA
Domaine Jamet,France,Côte Rôtie
Domaine Santa Duc,France,Châteauneuf-du-Pape
Benjamin de Rothschild & Vega Sicilia SA,Spain,Rioja
Hersly,US,Russian River Valley
Thistledown,Australia,McLaren Vale
Fattoria di Valiano,Italy,Chianti Classico
Vecchie Terre di Montefili,Italy,Chianti Classico
Voliero,Italy,Brunello di Montalcino
Monteraponi,Italy,Chianti Classico
Nauerth-Gnägy,Germany,NA
Domaine Val d'Astier,France,Côtes de Provence
Fanetti - Tenuta S. Agnese,Italy,Vino Nobile di Montepulciano
Fattoria San Felo,Italy,Toscana
Gracciano della Seta,Italy,Vino Nobile di Montepulciano
Wine for Food,Italy,Italy
Scott,US,Central Coast
Sonnet Cellars,US,Columbia Valley (WA)
Familia Mayol,Argentina,Mendoza
Grasso,US,Napa Valley
Taz,US,Sta. Rita Hills
Stuhlmuller Vineyards,US,Alexander Valley
Symington Family Estates,Portugal,NA
Ataíde Semedo,Portugal,NA
Domaine de l'Aujardière,France,Muscadet Côtes de Grandlieu
Vignobles Arno,France,Francs Côtes de Bordeaux
Heidsieck & Co Monopole,France,Champagne
Cascina Castlet,Italy,Moscato d'Asti
Château Grand Secret,France,Blaye Côtes de Bordeaux
Château les Clauzots,France,Graves
Château Montlau,France,Bordeaux Supérieur
Château Terres Douces,France,Bordeaux
Domaine de Courteillac,France,Bordeaux Supérieur
Legado del Moncayo,Spain,Campo de Borja
Château Labat,France,Haut-Médoc
Col di Lamo,Italy,Brunello di Montalcino
John Anthony,US,Napa Valley
Tenuta Oliveto,Italy,Brunello di Montalcino
Trivium,US,St. Helena
Croney Estates,New Zealand,NA
Chateau Ste. Michelle & Dr. Loosen,US,Columbia Valley (WA)
Coup de Foudre,US,Napa Valley
Valsacro,Spain,Rioja
Pintia,Spain,Toro
Vindemio,France,Ventoux
Cuvée Valentin Duc,France,Faugères
Domaine Saint Antonin,France,Faugères
Jean Edwards,US,Napa Valley
Cà del Vént,Italy,Franciacorta
Castelveder,Italy,Franciacorta
Rockgarden,US,Virginia
Naked Mountain,US,Virginia
Vidigal,Portugal,NA
North Gate,US,Virginia
Virginia Mountain Vineyards,US,Virginia
Four Fields,US,El Dorado County
Glass House,US,Monticello
Tres Exilios,Argentina,Mendoza
Jones von Drehle,US,Yadkin Valley
Terrenal,Argentina,Mendoza
Tour 52,Argentina,San Juan
Terry Hoage,US,Paso Robles
Boroli,Italy,Barbera d'Alba
Mania,Spain,Rueda
Neirano,Italy,Moscato d'Asti
Delfosse,US,Monticello
Pier,Italy,Langhe
Cave Freudenreich,France,Alsace
Teós,Spain,Rioja
The Decision,US,Russian River Valley
Comenge,Spain,Ribera del Duero
McPherson Wine Company,Australia,Victoria
Omero,US,Ribbon Ridge
Serni Fulvio Luigi,Italy,Bolgheri
La Fornace,Italy,Brunello di Montalcino
Duchman Family,US,Texas
Cavatappi,US,Columbia Valley (WA)
Agnitio,US,Sonoma Coast
Le Cercle des Vignerons Saint-Louis,France,Coteaux Varois en Provence
Picayune,US,Sonoma Coast
James Charles,US,Virginia
Arché,US,Texas High Plains
Domaine de Guiot,France,Vin de Pays d'Oc
Domaine Jayer-Gilles,France,Bourgogne Hautes Côtes de Beaune
Mariana,Argentina,Mendoza
Mas Belles Eaux,France,Vin de Pays d'Oc
Portal Del Alto,Chile,NA
C. Beck,US,Napa Valley
Dominus,US,Napa Valley
Henriot,France,Champagne
Ardenvoir,US,Columbia Valley (WA)
Goodfellow,US,Dundee Hills
Château Tournefeuille,France,Lalande de Pomerol
Benaddiction,US,New York
Château de Fieuzal,France,Pessac-Léognan
Château Trois Moulins,France,Haut-Médoc
Cougar Crest,US,Walla Walla Valley (WA)
Markus Wine Co,US,Lodi
Silver Horse,US,Paso Robles
Meli,Chile,NA
Sartarelli,Italy,Verdicchio dei Castelli di Jesi Classico Superiore
T.P.O.,Austria,NA
La Staffa,Italy,Verdicchio dei Castelli di Jesi Classico Superiore
Château Lacaussade Saint-Martin,France,Blaye Côtes de Bordeaux
Château Terre Blanque,France,Blaye Côtes de Bordeaux
Corte Fornello,Italy,Bardolino
Encostas de Estremoz,Portugal,NA
Grand Bateau,France,Bordeaux
Longship,US,Columbia Valley (WA)
March,US,Columbia Valley (WA)
J. Wright,US,Willamette Valley
Jacques Charlet,France,Mâcon-Villages
Los Haroldos,Argentina,Mendoza
Château Gigault,France,Blaye Côtes de Bordeaux
Château Haut la Pointe,France,Blaye Côtes de Bordeaux
Château Hyot,France,Castillon Côtes de Bordeaux
Criadores de Rioja,Spain,Rioja
De Paola Vineyard,US,Arroyo Grande Valley
Cantina di Montalcino,Italy,Brunello di Montalcino
Sanfeletto,Italy,Conegliano Valdobbiadene Prosecco Superiore
Svago Buono,US,Santa Ynez Valley
Bruno Giacosa,Italy,Vino Spumante
Leah Jørgensen Cellars,US,Southern Oregon
Jeeper,France,Champagne
Larrea,Argentina,Mendoza
Domaine Delaporte,France,Sancerre
Franz Gojer-Glögglhof,Italy,Alto Adige
Gill's Pier,US,Leelanau Peninsula
TH,US,Paso Robles Willow Creek District
Campo Alegre,Spain,Rueda
Domaine Moltès,France,Alsace
Martin Schaetzel,France,Alsace
Monmousseau,France,Touraine
Laguna,US,Russian River Valley
Le Mulet Rouge,US,Fiddletown
Livon,Italy,Collio
Luna Hart,US,Central Coast
Phantom Bay,New Zealand,NA
Finca la Melonera,Spain,Málaga
Giol,Italy,Prosecco Treviso
Martella,US,California
Aguijón De Abeja,Argentina,Argentina
Casa Perini,Brazil,NA
Torrevieja,Argentina,Mendoza
Sand Dollar,US,Central Coast
Caviro,Italy,Romagna
Hacienda del Plata,Argentina,Mendoza
Gaggioli,Italy,Colli Bolognesi
Vinicola Fraternidad,Mexico,NA
Cottonwood Creek,US,California
Quinta de São Sebastião,Portugal,NA
Moro di Rinaldini,Italy,Lambrusco Reggiano
Vinos Magbel,Mexico,NA
Cantine dei Colli Tramonte,Italy,Veneto
Château Villegeorge,France,Haut-Médoc
Château La Grave à Pomerol,France,Pomerol
Château Poujeaux,France,Moulis-en-Médoc
Château Haut-Simard,France,Saint-Émilion
Château Larose-Trintaudon,France,Haut-Médoc
Château Maucaillou,France,Moulis-en-Médoc
Château Romer,France,Sauternes
Château Bertineau Saint-Vincent,France,Lalande de Pomerol
Château Cissac,France,Haut-Médoc
Domaine Berthet-Bondet,France,Château-Chalon
Hartford Court,US,Sonoma Coast
San Felice,Italy,Chianti Classico
Terra do Castelo,Spain,Ribeiro
The Old Field,US,North Fork of Long Island
Schröder & Schÿler,France,Bordeaux
Thousand Islands Winery,US,New York
Château Haut Mouleyre,France,Bordeaux Blanc
Château Tour le Pin,France,Bordeaux Blanc
Domaine Michel Thomas et Fils,France,Sancerre
Dusty Cellars,US,Washington
Unti,US,Dry Creek Valley
Verotto,US,Carneros
Finca La Niña,Argentina,Mendoza
Alma de los Andes,Argentina,Mendoza
Tre,US,California
Luna Nuda,Italy,Delle Venezie
Le Fervent,France,Costières de Nîmes
Alheit,South Africa,NA
Kelleher,US,Russian River Valley
Lourensford,South Africa,NA
Fleur,US,Carneros
Rominger West,US,Yolo County
Cinquain,US,Paso Robles
Gorgo,Italy,Veneto
Tsiakkas,Cyprus,NA
Raumland,Germany,NA
Traslanzas,Spain,Cigales
Bodegas Leda,Spain,Vino de la Tierra de Castilla y León
Bratcher,US,Santa Maria Valley
Fox Creek,Australia,McLaren Vale
Archeus,US,Red Mountain
Cap Wine,Portugal,NA
Drei Donà,Italy,Romagna
Abraxas,Italy,Passito di Pantelleria
Juniper,Australia,Margaret River
Domaine Vincent Dauvissat,France,Petit Chablis
Lagoon Hill,New Zealand,NA
Tablelands,New Zealand,NA
Trapan,Croatia,NA
Avondale,South Africa,NA
Boyanci,US,Napa Valley
Wither Hills,New Zealand,NA
Fleur de California,US,Central Coast
Umberto Fiore,Italy,Moscato d'Asti
Martini & Rossi,Italy,Italy
Bodegas La Cartuja,Spain,Priorat
Jim Ball,US,Anderson Valley
Les Trois Couronnes,France,Côtes du Rhône
Möebius,Mexico,NA
Fontana Candida,Italy,Frascati Superiore
Vinum Africa,South Africa,NA
Haut Marin,France,Côtes de Gascogne
Hatzidakis Winery,Greece,NA
Castellargo,Italy,Friuli Grave
Ernst Gouws & Co.,South Africa,NA
Post House,South Africa,NA
Ladoucette,France,Pouilly-Fumé
Capezzana,Italy,Carmignano
Paschal,US,Rogue Valley
Le Miccine,Italy,Chianti Classico
Bladen,New Zealand,NA
Dundee Springs,US,Oregon
Siskiyou Vineyards,US,Oregon
Elisabetta,Italy,Toscana
Domaines Duffort,France,Côtes de Provence
Quinta da Sequeira,Portugal,NA
Highland Springs,US,Oregon
Second Growth,US,Dundee Hills
Lenz Moser,Austria,NA
1850,US,Amador County
337 Wine Cellars,US,California
Hugl-Wimmer,Austria,NA
Château des Bormettes,France,Côtes de Provence
kukkula,US,Adelaida District
m2 Wines,US,Los Carneros
Château Belle-Vue,France,Haut-Médoc
Château Daugay,France,Saint-Émilion
Château Devise d'Ardilley,France,Haut-Médoc
Château La Fleur Peyrabon,France,Pauillac
Château Moulin Saint-Georges,France,Saint-Émilion
Domaine FL,France,Savennières-Roche-Aux-Moines
Couloir,US,Anderson Valley
Fernando Dupont,Argentina,Jujuy
Casa al Vento,Italy,Chianti Classico
Grey Stack,US,Bennett Valley
Opaque,US,Paso Robles
Tournon by Michel Chapoutier,Australia,Pyrenees
Alpasión,Argentina,Mendoza
Vinum Ferus,US,Willamette Valley
Gauguine,US,Solano County
Loom,Australia,Adelaide Hills
Suacci Carciere Wines,US,Russian River Valley
Vincent Grall,France,Sancerre
Morse,US,Amador County
Patrice Moreux,France,Pouilly-Fumé
Querce Bettina,Italy,Brunello di Montalcino
Revival,US,Napa Valley
Row Eleven,US,Napa Valley
Bouchié-Chatelier,France,Pouilly-Fumé
Banknote,US,Napa Valley
Purple Cowboy,US,Paso Robles
Fernz,New Zealand,NA
Joseph Faiveley,France,Bourgogne
Julian Reynolds,Portugal,NA
Marchesi Ginori Lisci,Italy,Montescudaio
Domaine de Grand Garant,France,Fleurie
Hewitson,Australia,Eden Valley
Jim Barry,Australia,Clare Valley
Byrne,Australia,Clare Valley
Val Sotillo,Spain,Ribera del Duero
Three Bridges,Australia,Riverina
Abbot's Passage,US,Moon Mountain District Sonoma County
Les Frères Perroud,France,Brouilly
Il Conte,Italy,Offida Pecorino
Nuevomundo,Chile,NA
Valle dell'Asso,Italy,Galatina
Venteux,US,Paso Robles
AgroArgento,Italy,Sicilia
Antica Enotria,Italy,Puglia
Masseria del Fauno,Italy,Puglia
Nelson Bay,New Zealand,NA
Krow Shore,US,Santa Barbara
Releaf,South Africa,NA
Fanti,Italy,Sant'Antimo
Foffani,Italy,Friuli Aquileia
Villa La Selva,Italy,Toscana
Castello di Monsanto,Italy,Chianti Classico
Viña Borgia,Spain,Campo de Borja
Wine Guerrilla,US,Russian River Valley
Domaine Juliette Avril,France,Vin de Pays des Portes de Méditerranée
Cycles Gladiator,US,California
Frick,US,Dry Creek Valley
Red Sky,US,Washington
Dow's,Portugal,NA
Château de Janicon,France,Graves
Château Mazails,France,Médoc
Dal Cero Tenuta di Corte Giacobbe,Italy,Soave
Foundry,US,Sonoma Coast
Domaine Méo-Camuzet,France,Chambolle-Musigny
Château Beaulieu,France,Coteaux d'Aix-en-Provence
Castello d'Alba,Portugal,NA
Seal Beach,US,Ballard Canyon
Toil Oregon,US,Willamette Valley
Santo Wines,Greece,NA
Syzygy,US,Walla Walla Valley (WA)
Tritón,Spain,Toro
Voyatzis,Greece,NA
David Clinton,US,Dry Creek Valley
Domaine Bernhard & Reibel,France,Alsace
Peñascal,Spain,Vino de la Tierra de Castilla y León
Veranda Beach,US,Washington
Barking Frog,US,Washington
Cantina Tollo,Italy,Trebbiano d'Abruzzo
Cascade Ridge,US,Columbia Valley (WA)
Illustrious,US,Carneros
Count Károlyi,Hungary,NA
Fulget,Spain,Rías Baixas
El Raval,Spain,Montsant
Nora,Spain,Rías Baixas
Saint Gregory,US,Mendocino County
Legaris,Spain,Rueda
Heart & Hands,US,Finger Lakes
Thomas O'Neil Cellars,US,Columbia Valley (WA)
Wapato Point Cellars,US,Lake Chelan
Ash Hollow,US,Walla Walla Valley (WA)
Matello,US,Ribbon Ridge
Château Langlet,France,Graves
Mistinguett,Spain,Cava
Palmer,US,North Fork of Long Island
Spartico,Spain,Utiel-Requena
Stargazer Barn,US,North Coast
Tre Secoli,Italy,Barbera d'Asti
Twisted Paso,US,Paso Robles
Bulliat,France,Beaujolais-Villages
Giulio Ferrari,Italy,Trento
Casuccio Tarletti,Italy,Chianti Classico
Château Mont-Redon,France,Lirac
Domaine de la Combe au Loup,France,Morgon
Agricola Falset-Marca,Spain,Montsant
Trecini,US,Rockpile
Château Grand Bourgeau,France,Blaye Côtes de Bordeaux
Château Valade,France,Saint-Émilion
Outlot,US,Sonoma County
Fattoria Coroncino,Italy,Verdicchio dei Castelli di Jesi Classico Superiore
Moshin,US,Russian River Valley
Pierre Moulin,France,Vin de France
Rancho Maria,US,Dry Creek Valley
6cepas6,Spain,Rioja
Egger-Ramer,Italy,Alto Adige
Lagar de Indra,Spain,Rías Baixas
Terra d'Aligi,Italy,Terre di Chieti
Grizzly Republic,US,Paso Robles
Vallobera,Spain,Rioja
Piper-Heidsieck,France,Champagne
Loscano,Argentina,Mendoza
Pisano,Uruguay,NA
Clos Poggiale,France,Corse
Three Pines,US,California
Domaine Petroni,France,Corse
Sesta di Sopra,Italy,Brunello di Montalcino
John Tyler,US,Russian River Valley
La Fiorita,Italy,Brunello di Montalcino
Mistress,US,Santa Barbara County
Il Valentiano,Italy,Brunello di Montalcino
La Madonnina,Italy,Chianti Classico
Leasingham,Australia,Clare Valley
Antico Borgo di Sugame,Italy,Chianti Classico
Domaine des Amoureux,France,Muscadet Sèvre et Maine
Shottesbrooke,Australia,Adelaide Hills
Otuwhero,New Zealand,NA
Paul Delane,France,Crémant de Bourgogne
Rejadorada,Spain,Toro
Condesa Eylo,Spain,Rueda
Domaine de Biéville,France,Chablis
Jardín de Lúculo,Spain,Navarra
Bodegas Aquitania,Spain,Rías Baixas
Bodegas San Isidro,Spain,Jumilla
Bishop's Peak,US,San Luis Obispo County
Bodegas M,US,Edna Valley
Thorny Rose,US,Columbia Valley (WA)
Kayra,Turkey,NA
Chateau Desmirail,France,Margaux
Château la Gurgue,France,Margaux
Château Leboscq,France,Médoc
Porcupine Ridge,South Africa,NA
Steely Dan,New Zealand,NA
Terre degli Svevi,Italy,Basilicata
Luciana Cordioli,Italy,Valpolicella Classico Superiore Ripasso
Casanova di Neri,Italy,Brunello di Montalcino
La Fortuna,Italy,Brunello di Montalcino
Pestoni Family,US,Howell Mountain
Moura Basto,Portugal,NA
Villa Bagnolo,Italy,Sangiovese di Romagna
Vinicola Urbana,Mexico,NA
Yao Ming,US,Napa Valley
Tierra Roja,US,Oakville
Whetstone,US,Napa Valley
Tuck Beckstoffer,US,Napa Valley
Staatliche Weinbaudomäne Trier,Germany,NA
Vaucher Père et Fils,France,Fleurie
Foley Johnson,US,Rutherford
Carobbio,Italy,Chianti Classico
Château Labastide Orliac,France,Brulhois
La Fleur de Boüard,France,Lalande de Pomerol
Ma Verité,France,Haut-Médoc
Chateau La Tour Carnet,France,Haut-Médoc
Trespass,US,Napa Valley
Château Marbuzet,France,Saint-Estèphe
Château le Bon Pasteur,France,Pomerol
Girolate,France,Bordeaux
Charles Creek,US,Napa Valley
Bovin,Macedonia,NA
Panayia,Cyprus,NA
Pursuit,US,Napa Valley
Bedarra,US,Dry Creek Valley
Château Métairie Neuve,France,Blaye Côtes de Bordeaux
Villabella,Italy,Bardolino Classico
Alto de la Ballena,Uruguay,NA
Pošip Čara,Croatia,NA
Ryker's Cellars,US,NA
Henry Natter,France,Sancerre
Les Vignerons des Terroirs de la Noëlle,France,Muscadet Sèvre et Maine
Pallas,Spain,Vino de la Tierra de Castilla
Lurra,Spain,Navarra
Three Knights,US,Russian River Valley
Casa Juan,Spain,Rioja
Château Fleur la Forge,France,Bordeaux
Joey Tensley,US,Central Coast
Denis Père et Fils,France,Savigny-lès-Beaune
Trio,Chile,NA
Les Vignobles Foncalieu,France,Pays d'Oc
Pierre-Yves et Olivier Fichet,France,NA
Castell d'Encus,Spain,Costers del Segre
Domaine des Deux Roches,France,Saint-Véran
Surf Swim,US,California
Jamieson Canyon,US,Napa Valley
Mitchell,Australia,Clare Valley
Cuneo,US,Oregon
Main & Geary,US,California
Augey,France,Bordeaux
Solo Contigo,Argentina,Mendoza
Château Bel Air Moulard,France,Bordeaux
Château de Virecourt,France,Bordeaux Blanc
Les Hauts de Lagarde,France,Bordeaux
Lola Kay,US,Napa Valley
Pedro Romero,Spain,Jerez
Constantia Glen,South Africa,NA
Gianni Doglia,Italy,Moscato d'Asti
Château la Bassonnerie,France,Pomerol
De Mour,France,Bordeaux
Forefront,US,California
Echelon,US,California
La Viarte,Italy,Colli Orientali del Friuli
Nacina,US,Santa Lucia Highlands
Ternion,US,Santa Barbara County
Le Bèrne,Italy,Vino Nobile di Montepulciano
Mayer am Pfarrplatz,Austria,NA
Ant Moore,New Zealand,NA
Axis Mundi,US,Santa Ynez Valley
Castello di Uzzano,Italy,Chianti Classico
Sergio Mottura,Italy,Orvieto
Le Palaie,Italy,Toscana
Matahiwi,New Zealand,NA
Il Colombaio di Santa Chiara,Italy,Vernaccia di San Gimignano
Domaine Christian Moreau Père et Fils,France,Chablis
Domaine Nigri,France,Jurançon
Seven Oxen,US,Paso Robles
Béres,Hungary,NA
Remírez de Ganuza,Spain,Rioja
Diemersdal,South Africa,NA
2 Up,Australia,South Australia
Burja,Slovenia,NA
Don & Sons,US,Sonoma Coast
Pahí Poboleda,Spain,Priorat
Lullaby,US,Columbia Valley (WA)
Patagón,Chile,NA
Seneca Shore,US,Seneca Lake
Six Mile Creek,US,Finger Lakes
Vena Cava,Mexico,NA
Château de Beauregard-Ducourt,France,Bordeaux Blanc
Caves da Montanha,Portugal,NA
Château de Tigné,France,Vin de France
Jean Curial,France,Saint-Véran
Jean-Marie Chaland,France,Viré-Clessé
Aldo Clerico,Italy,Barolo
Monti,Italy,Barolo
Rocche dei Manzoni,Italy,Barolo
Spicewood,US,Texas High Plains
Telavi,Georgia,NA
Orion Wine,Italy,Campania
Áster,Spain,Ribera del Duero
Milziade Antano,Italy,Montefalco Rosso
Law,US,Paso Robles
Clau de Nell,France,Anjou
Domaine Bègue-Mathiot,France,Chablis
Antica,US,Atlas Peak
Capestrano,Italy,Verdicchio di Matelica
Andrieux & Fils,France,Côtes du Rhône
Domodimonti,Italy,Marche
Skalli,France,Côtes du Rhône
Château la Mothe du Barry,France,Bordeaux Supérieur
Château le Sèpe,France,Bordeaux
Château les Berthets,France,Blaye Côtes de Bordeaux
Château les Bertrands,France,Blaye Côtes de Bordeaux
Villa Conchi,Spain,Cava
Beso de Vino,Spain,Cariñena
Lelia,Spain,Cariñena
Château Haut Millet,France,Blaye Côtes de Bordeaux
Château les Grands  Maréchaux,France,Blaye Côtes de Bordeaux
Château Roustaing,France,Bordeaux
Ferrari Iris e Figli,Italy,Bolgheri
Mocine,Italy,Toscana
Jeriko,US,Mendocino
Ricochet,US,Sonoma Coast
Tapteil Vineyard,US,Red Mountain
Tenuta Pietramora,Italy,Morellino di Scansano
Domaine Luquet,France,Pouilly-Fuissé
Vineyard 7&8,US,Spring Mountain District
Marston Family,US,Spring Mountain District
Schubert,New Zealand,NA
Cantina Dei Monaci,Italy,Taurasi
Fratelli Urciuolo,Italy,Taurasi
Salexis,US,Napa Valley
TapaNappa,Australia,Wrattonbully
El Vinculo,Spain,La Mancha
Finca El Encinal,Spain,Ribera del Duero
Stonier,Australia,Mornington Peninsula
Santa Margherita,Italy,Valdobbiadene Prosecco Superiore
Armand de Brignac,France,Champagne
Cedarville,US,El Dorado
Château de Lescours,France,Saint-Émilion
Château La Caussade,France,Cadillac Côtes de Bordeaux
Château Noël Les Charmes,France,Blaye Côtes de Bordeaux
Château Tour Bayard,France,Montagne-Saint-Émilion
Vatan,Spain,Toro
Oddero,Italy,Barolo
Domaine André Bonhomme,France,Viré-Clessé
Capichera,Italy,Isola dei Nuraghi
Dark Earth,US,Santa Barbara County
Domaine des Valanges,France,Saint-Véran
Romililly,US,Sonoma Valley
Vadio Wines,Portugal,NA
Turasan,Turkey,NA
Caterina,US,Columbia Valley (WA)
Passalacqua,US,Dry Creek Valley
Mirabeau,France,Côtes de Provence
Marco Porello,Italy,Roero
Fabre en Provence,France,Côtes de Provence
Mar de Frades,Spain,Rías Baixas
Viñas de Garza,Mexico,NA
Rappahannock Cellars,US,Virginia
Sunset Hills,US,Virginia
Tinedo,Spain,Vino de la Tierra de Castilla
Torre Fornello,Italy,Gutturnio Colli Piacentini
Mas de Monistrol,Spain,Cava
The Grifter,US,Carneros
Cantine Ermes,Italy,Terre Siciliane
Château Moulin Eyquem,France,Côtes de Bourg
Château Pomeys,France,Moulis-en-Médoc
Domaine du Claouset,France,Bordeaux Blanc
El Lugar,US,Russian River Valley
Château de Tourteyron,France,Médoc
Ramseyer,US,Yakima Valley
Domaine Bruno Clair,France,Marsannay
Le Grascete,Italy,Bolgheri
Merriman,US,Columbia Valley (WA)
Man O' War,New Zealand,NA
Poggio Verrano,Italy,Maremma
Château Lamothe-Bergeron,France,Haut-Médoc
Schäfer-Fröhlich,Germany,NA
Birichino,US,Central Coast
Stone Castle,NA,NA
Tierra y Mar,US,North Coast
Western Slope,US,Paso Robles
AronHill,US,Central Coast
Avanzi,Italy,Lugana
Colombera & Garella,Italy,Bramaterra
Château Capbern,France,Saint-Estèphe
Bethany Vineyard,US,Columbia Valley (WA)
Château d'Arveyres,France,Bordeaux Blanc
Château de la Rivière,France,Bordeaux Blanc
Crissante Alessandria,Italy,Barolo
Marco Bonfante,Italy,Barolo
Oak Ridge,US,California
Robert James Wines,US,Russian River Valley
Grasso Fratelli,Italy,Barbaresco
Renato Buganza,Italy,Roero
Mullan Road,US,Columbia Valley (WA)
Domaine Landrat-Guyollot,France,Pouilly-Fumé
Chateau Les Amoureuses,France,Ardèche
Vignobles Laffourcade,France,Quarts de Chaume
Whistler,US,Sonoma Coast
Notre Vin,US,Sonoma Coast
Conspire,US,Rutherford
Domaine du Vieux Lazaret,France,Châteauneuf-du-Pape
Rulo,US,Columbia Valley (WA)
House Family Vineyards,US,Monterey County
Joseph Cellars,US,Oakville
Saltbird,US,North Fork of Long Island
Château Peyredoulle,France,Blaye Côtes de Bordeaux
Côte Bonneville,US,Yakima Valley
Domaine Mabileau-Rezé,France,Saint-Nicolas-de-Bourgueil
Domaines Vinet,France,Muscadet Sèvre et Maine
Wine o'Clock,US,Washington
Smoke Tree,US,Sonoma Coast
Tement,Austria,NA
Windemere,US,Arroyo Grande Valley
Grassini,US,Happy Canyon of Santa Barbara
Capitain-Gagnerot,France,Aloxe-Corton
Château des Bachelards,France,NA
Sacred Hill,New Zealand,NA
Vidal,New Zealand,NA
Domaine Coquard Loisson-Fleurot,France,Chambolle-Musigny
Domaine Gilles Morat,France,Pouilly-Fuissé
Giovanni Manzone,Italy,Barolo
Michel et Joana Ecard,France,Savigny-lès-Beaune
Pasaeli,Turkey,NA
Portlandia,US,Willamette Valley
Pindar Vineyards,US,North Fork of Long Island
PianCornello,Italy,Brunello di Montalcino
Château Barrail Chevrol,France,Fronsac
Château Bessan Ségur,France,Médoc
Château Coutelin Merville,France,Saint-Estèphe
Devaux,France,Champagne
Devona,US,Oregon
Gauthier-Christophe,France,Champagne
Harry & David,US,Oregon
Love,Spain,Vino de la Tierra de Castilla
Cerbaiona,Italy,Brunello di Montalcino
Fatalone,Italy,Puglia
Vaquero,US,Sonoma County
Cryptic,US,California
F.J. Serra,US,California
Thomas Scott,US,Russian River Valley
Royal Muscato,France,Vin Mousseux
Vinícola Aurora,Brazil,NA
Cantina Pedres,Italy,Cannonau di Sardegna
Lang,US,Amador County
Grandmaster,US,Oregon
Botter,Italy,Salice Salentino
Juno,South Africa,NA
Cantine Volpi,Italy,Barbera d'Asti
Mas del Périé,France,Cahors
Silvio Morando,Italy,Barbera del Monferrato Superiore
Tenuta Cocci Grifoni,Italy,Marche
Willow Crest,US,Yakima Valley
Amarano,Italy,Fiano di Avellino
Castello di Spessa,Italy,Collio
Château Fontaine,France,Côtes de Provence
Château Peyros,France,Madiran
Corte Giacobbe,Italy,Soave Superiore
Fossil Point,US,Central Coast
Seed,Argentina,Mendoza
Solomon Hills,US,Santa Maria Valley
The Six Masters,Australia,Hunter Valley
Cave Extrême,Argentina,Argentina
R.L. Buller & Son,Australia,Rutherglen
Three Saints,US,Santa Ynez Valley
Lacheteau,France,Muscadet Sèvre et Maine
Campo Lindo,Spain,Catalunya
Finca Antigua,Spain,La Mancha
Calamares,Portugal,NA
The Rule,US,Napa Valley
Ca' de Lion Ghione,Italy,Barbera d'Asti Superiore
Collina San Ponzio,Italy,Barolo
Dalrymple,Australia,Tasmania
Dr. Heyden,Germany,NA
Fabrizio Battaglino,Italy,Roero
Laberinto,Argentina,Mendoza
Massucco,Italy,Roero
I Campi,Italy,Amarone della Valpolicella
Zemlia,Argentina,Mendoza
Gamba Gnirega,Italy,Amarone della Valpolicella Classico
Giuseppe Campagnola,Italy,Valpolicella Classico Superiore Ripasso
Periple,US,Washington
Domaine de la Chapelle,France,Saint-Véran
Domaine Denis Jeandeau,France,Pouilly-Fuissé
Domaine Guillemot-Michel,France,Mâcon-Villages
Jean Manciat,France,Mâcon-Charnay
Toulouse,US,Anderson Valley
Cucao,Chile,NA
Fall Creek,US,Texas
Truscott,US,Mendocino County
Miralta,US,Monterey
BlackCap,US,Dundee Hills
Luis Soares Duarte,Portugal,NA
La Bastide Saint Dominique,France,Châteauneuf-du-Pape
Chacras,Argentina,Mendoza
D'Antiche Terre,Italy,Fiano di Avellino
Domaine de Caseneuve,France,Côtes de Provence
Trossos del Priorat,Spain,Priorat
Vuina,Croatia,NA
Bon Cap,South Africa,NA
Luigi Maffini,Italy,Cilento
Domaine de Saint-Guirons,France,Pauillac
Petit & Bajan,France,Champagne
Everhart Cellars,US,El Dorado
Gusbourne Estate,England,NA
Hug,US,Santa Barbara County
Camel Valley,England,NA
Arissa Jane,US,Sonoma Coast
Woodside,US,Santa Cruz Mountains
Townley,US,Napa Valley
Mount Baker Vineyards,US,Red Mountain
Ombu,Argentina,NA
Angus The Bull,Australia,South Eastern Australia
Domaine Grier,France,Côtes du Roussillon
